m, E, beta = 0.438000, L = 10, iterations = 10000, iter_bet_meas = 1, num_measures = 100000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.940000, -1.156320
0.980000, -1.261440
-1.000000, -1.314000
0.940000, -1.156320
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.226400
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.226400
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
0.940000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.226400
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.226400
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-0.960000, -1.226400
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.226400
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.940000, -1.156320
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
-0.980000, -1.261440
0.960000, -1.226400
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.920000, -1.138800
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-0.960000, -1.208880
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.156320
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.940000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.940000, -1.173840
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.226400
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.226400
1.000000, -1.314000
-0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.940000, -1.173840
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.226400
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.226400
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.940000, -1.173840
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.173840
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
0.960000, -1.208880
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.940000, -1.156320
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.156320
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.920000, -1.173840
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-0.940000, -1.173840
-0.960000, -1.226400
0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.226400
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.173840
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.173840
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.226400
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
0.960000, -1.208880
-0.960000, -1.226400
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.226400
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
0.940000, -1.173840
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.940000, -1.156320
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.940000, -1.156320
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-0.960000, -1.208880
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.226400
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.920000, -1.121280
0.980000, -1.261440
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.940000, -1.173840
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
-0.960000, -1.226400
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.940000, -1.156320
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.940000, -1.208880
-0.940000, -1.173840
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
0.940000, -1.191360
-1.000000, -1.314000
0.980000, -1.261440
-0.920000, -1.121280
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-0.980000, -1.261440
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.208880
-0.920000, -1.191360
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
0.940000, -1.173840
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.226400
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.980000, -1.261440
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.960000, -1.208880
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.940000, -1.173840
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.960000, -1.208880
0.940000, -1.156320
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.980000, -1.261440
0.960000, -1.226400
-0.960000, -1.208880
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
0.960000, -1.208880
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-1.000000, -1.314000
1.000000, -1.314000
-0.960000, -1.208880
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-1.000000, -1.314000
0.980000, -1.261440
-0.960000, -1.208880
1.000000, -1.314000
-0.980000, -1.261440
1.000000, -1.314000
-1.000000, -1.314000
